mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin
26	26	101	101	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	280					
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	281					
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	282					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	283					
27	27	105	105	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	284					
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	285					
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	286					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	287					
27	27	105	105	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	288					
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	289					
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	290					
28	28	109	109	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	291				45	
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	292					
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	293					
28	28	110	110	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	294				46	
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	295					
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	296					
28	28	111	111	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	297				47	
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	298					
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	299					
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	300					
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	301		articStaccatoAbove			
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	302		articStaccatoAbove			
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	303		articStaccatoAbove			
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	304		articStaccatoAbove			
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	305		articStaccatoAbove			
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	306		articStaccatoAbove			
29	29	112	112	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	307				48	
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	308					
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	309					
29	29	113	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	310				49	
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	311					
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	312					
29	29	114	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	313				50	
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	314					
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	315					
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	316				51	
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	317					
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	318					
29	29	112	112	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	319		articStaccatoAbove			
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	320		articStaccatoAbove			
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	321		articStaccatoBelow			
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	322		articStaccatoBelow			
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	323		articStaccatoBelow			
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	324		articStaccatoBelow			
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	325		articStaccatoBelow			
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	326		articStaccatoBelow			
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	327					
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	328					
30	30	117	117	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	329					
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	330					
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	331					
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	332					
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	333					
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	334					
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	335					
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	336					
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	337					
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	338					
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	339					
31	31	121	121	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	340					
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	341					
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	342					
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	343					
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	344					
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	345					
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	346					
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	347					
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	348					
32	32	124	124	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	349				52	
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	350					
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	351					
32	32	125	125	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	352				53	
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	353					
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	354					
32	32	126	126	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	355				54	
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	356					
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	357					
32	32	127	127	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	358				55	
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	359					
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	360					
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	361		articStaccatoBelow			
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	362		articStaccatoBelow			
32	32	125	125	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	363		articStaccatoBelow			
32	32	251/2	251/2	0.0	3/8	3/8	StaffText	4/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco dim."		
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	364		articStaccatoBelow			
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	365		articStaccatoBelow			
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	366		articStaccatoBelow			
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	367		articStaccatoAbove			
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	368		articStaccatoAbove			
33	33	128	128	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	369				56	
33	33	513/4	513/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	370					
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	371					
33	33	129	129	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	372				57	
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	373					
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	374					
33	33	130	130	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	375				58	
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	376					
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	377					
33	33	131	131	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	378				59	
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	379					
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	380					
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	381		articStaccatoAbove			
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	382		articStaccatoAbove			
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	383		articStaccatoAbove			
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	384		articStaccatoAbove			
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	385		articStaccatoAbove			
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	386		articStaccatoAbove			
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	387		articStaccatoBelow			
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	388		articStaccatoBelow			
34	34	132	132	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	389				60	
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	390					
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	391					
34	34	133	133	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	392				61	
34	34	533/4	533/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	393					
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	394					
34	34	134	134	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	395				62	
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	396					
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	397					
34	34	135	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	398				63	
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	399					
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	400					
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	401		articStaccatoBelow			
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	402		articStaccatoBelow			
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	403		articStaccatoBelow			
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	404		articStaccatoBelow			
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	405		articStaccatoBelow			
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	406		articStaccatoBelow			
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	407		articStaccatoBelow			
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	408		articStaccatoBelow			
35	35	136	136	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	409				64	
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	410					
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	411					
35	35	137	137	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	412				65	
35	35	549/4	549/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	413					
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	414					
35	35	138	138	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	415				66	
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	416					
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	417					
35	35	139	139	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	418				67	
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	419					
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	420					
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	421		articStaccatoBelow			
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	422		articStaccatoBelow			
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	423		articStaccatoBelow			
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	424		articStaccatoBelow			
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	425		articStaccatoBelow			
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	426		articStaccatoBelow			
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	427		articStaccatoBelow			
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	428		articStaccatoBelow			
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	429					
36	36	424/3	424/3	0.0	1/3	1/3	Spanner	4/4	1	1	0								0
36	36	424/3	424/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	430				68	0
36	36	425/3	425/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	431				68	0
36	36	142	142	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	432				68	0
36	36	427/3	427/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	433				68	0
36	36	428/3	428/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	434				68	0
36	36	143	143	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	435				68	0
36	36	430/3	430/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	436				68	0
36	36	431/3	431/3	0.0	11/12	11/12	Spanner	4/4	1	1	0								
36	36	431/3	431/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	437					
36	36	140	140	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	438				69	
36	36	421/3	421/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	439				69	
36	36	422/3	422/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	440				69	
36	36	141	141	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	441					
37	37	144	144	0.0	0	0	Dynamic	4/4	1	1	0				mf				
37	37	144	144	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	442				70	
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	443					
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	444					
37	37	147	147	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	445				71	
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	446					
37	37	144	144	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	447					
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	448					
37	37	147	147	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	449					
37	37	144	144	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	450				72	
37	37	433/3	433/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	451				72	
37	37	434/3	434/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	452				72	
37	37	145	145	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	453				72	
37	37	436/3	436/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	454				72	
37	37	437/3	437/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	455				72	
37	37	146	146	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	456					
37	37	144	144	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	457					
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	458					
38	38	148	148	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	459					
38	38	150	150	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	460				73	
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	461					
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	462				74	
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	463					
38	38	148	148	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	464					
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	465					
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	466					
38	38	148	148	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	467				75	
38	38	445/3	445/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	468				75	
38	38	446/3	446/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	469				75	
38	38	149	149	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	470				75	
38	38	448/3	448/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	471				75	
38	38	449/3	449/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	472				75	
38	38	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	473					
38	38	148	148	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	474					
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	475					
39	39	152	152	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	476					
39	39	154	154	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	477					
39	39	463/3	463/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	478				76	
39	39	464/3	464/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	479				76	
39	39	155	155	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	480				76	
39	39	466/3	466/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	481				76	
39	39	467/3	467/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	482					
39	39	152	152	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	483				77	
39	39	457/3	457/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	484				77	
39	39	458/3	458/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	485				77	
39	39	153	153	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	486				77	
39	39	460/3	460/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	487				77	
39	39	461/3	461/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	488				77	
39	39	154	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	489					
39	39	152	152	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	490					
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	491					
40	40	156	156	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	492				78	
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	493					
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	494					
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	495				79	
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	496					
40	40	156	156	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	497					
40	40	159	159	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	498					
40	40	156	156	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	499				80	
40	40	469/3	469/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	500				80	
40	40	470/3	470/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	501				80	
40	40	157	157	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	502				80	
40	40	472/3	472/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	503				80	
40	40	473/3	473/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	504				80	
40	40	158	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	505					
40	40	156	156	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	506					
40	40	159	159	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	507					
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	508				81	
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	509				81	
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	510					
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	511				82	
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	512					
41	41	162	162	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	513					
41	41	163	163	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	514					
41	41	160	160	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	515				83	
41	41	481/3	481/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	516				83	
41	41	482/3	482/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	517				83	
41	41	161	161	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	518				83	
41	41	484/3	484/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	519				83	
41	41	485/3	485/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	520				83	
41	41	162	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	521					
41	41	160	160	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	522					
41	41	163	163	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	523					
42	42	164	164	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	524					
42	42	165	165	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	525					
42	42	167	167	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	526					
42	42	164	164	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	527					
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	528				84	
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	529				84	
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	530					
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	531				85	
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	532					
42	42	164	164	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	533				86	
42	42	493/3	493/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	534				86	
42	42	494/3	494/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	535				86	
42	42	165	165	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	536				86	
42	42	496/3	496/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	537				86	
42	42	497/3	497/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	538				86	
42	42	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	539					
42	42	164	164	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	540					
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	541					
43	43	168	168	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	542					
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	543					
43	43	170	170	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	544					
43	43	511/3	511/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	545				87	
43	43	512/3	512/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	546				87	
43	43	171	171	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	547				87	
43	43	514/3	514/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	548				87	
43	43	515/3	515/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	549					
43	43	168	168	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	550					
43	43	169	169	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	551					
43	43	171	171	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	552					
